Uncategorized,bird,bomb,bullet,cage,cannon,cigar,cigarette,coins,cross,fruit,grenade,heart,knot,license plate,mask,menu,money,parachute,passports,penny,saddle,shapes,steam,stethoscope,ticket,vegetables,wheel,whip
0.041500017,0.08785738,0.037422273,0.043270838,0.083383605,0.04713143,0.03980811,-0.039109804,0.08040158,0.00912025,0.06330086,0.04936574,0.04765698,-0.007912017,-0.04416291,0.06833045,-0.035254844,0.07509964,0.0141677745,-0.04539404,0.080150284,0.07517256,0.06735364,0.08367814,0.0020754025,0.06565444,-0.006468163,0.04405205,0.060758732
-0.03422788,-0.02744928,-0.034727063,-0.015765535,0.038970385,-0.02246373,0.003464031,0.033614814,0.022604963,0.068912365,0.03980951,-0.009728438,-0.005424459,0.007142923,0.0073356186,-0.014196408,-0.02213207,-0.013186201,0.037307266,0.037944287,-0.04217875,0.062014364,-0.013183398,0.0050166417,0.06630561,0.043379795,0.045814008,0.047849577,-0.022110675
0.11407671,0.075603664,0.08001534,0.08453094,0.08183239,0.07713298,0.08074762,0.07215109,0.08079806,0.10045174,0.079615206,0.067023225,0.084882714,0.082849205,0.05649309,0.06432417,0.07490967,0.0352408,0.07617711,0.07348403,0.07898616,0.0729148,0.051808666,0.082280576,0.06415192,0.08542102,0.06780599,0.08417119,0.054207135
0.11935564,0.07246036,0.08558388,0.06644706,0.060262978,0.06719471,0.028029595,0.040557735,0.032508157,0.08150999,0.06319928,0.016893432,0.07806367,0.07107494,0.075869404,0.046750635,0.037147213,0.023975212,0.07321691,0.064506926,0.043686736,0.038523253,0.0421333,0.057602186,0.016329704,0.07275218,0.01364657,0.07429766,0.07414968
-0.015084607,-0.0014557245,-0.018638931,-0.055292685,0.05946628,-0.06946998,-0.054850485,-0.0763361,0.00483697,-0.0025136408,0.053884704,-0.07958995,-0.03433701,0.07833777,0.04893025,-0.03354878,0.052951775,-0.01476479,-0.030934516,-0.048451822,0.019016335,0.0025177004,-0.029245002,-0.0065578814,-0.02659559,0.04719624,0.04534674,0.056882996,0.014362773
-0.0039028386,-0.06780567,0.033956412,-0.008605036,-0.021223098,0.06909419,0.036161203,-0.019608732,-0.07168925,-0.054444928,-0.069811806,-0.032572947,-0.02587343,-0.041409634,-0.03299529,0.0022176504,0.03080792,0.02255165,0.042529948,-0.0034753333,-0.030538492,0.018507348,-0.027050886,-0.05729323,0.019009585,0.037175898,-0.0057697273,-0.072187684,-0.05480295
-0.020479592,-0.039098214,0.021497801,0.017401565,0.018803954,0.038652018,-0.029016143,0.016999315,0.0044993684,0.0052983677,-0.027977588,-0.010424532,-0.025459295,0.028003724,0.032781433,0.044835754,0.003525433,0.011170138,0.062290594,0.0160035,0.060178835,-0.023495387,0.0011135302,0.038689915,-0.04686495,-0.047505558,-0.044732995,-0.01598593,0.010651487
0.006610764,-0.08062354,0.03367467,0.0413802,-0.015912658,-0.037725832,0.079634376,0.029015029,-0.00959093,0.0047384254,0.07132095,0.073601104,-0.011972368,0.0124489395,0.056242142,0.034056176,-0.0128632635,0.007192597,-0.058524843,0.013123105,-0.049088303,-0.07396946,0.04958849,0.05118955,-0.009709461,0.046032492,0.034659073,0.028876755,-0.013863501
0.049261857,0.06384537,0.056697175,0.06345807,0.064045094,0.06806641,0.015815606,0.041954633,0.07430554,0.061117224,0.057860985,0.06364676,0.031042747,0.007904491,0.026019724,0.070110105,0.07879415,0.017974598,0.066963345,0.034195453,0.048031066,0.05775175,0.072257884,0.04672843,0.0826011,0.05766246,0.0633372,0.07389462,0.05886858
-0.048624225,-0.08679046,-0.023677742,-0.02346463,-0.014188965,-0.06362994,-0.0051877126,-0.042045604,0.04417546,0.007751755,0.07251095,0.016600186,-0.06853969,-0.022327833,-0.022274436,0.024042841,-0.037376393,0.006280239,0.051163513,-0.023795407,0.027019884,-0.054951698,0.011464707,0.075781174,-0.04683162,0.0034267304,0.03929419,0.045542568,0.069808
